year,week,track_id,popularity
2023,12,7FLVnDMOZXKRFgRM3C4aUG,1.0
2023,12,7J4ldEKgygxQrKo0y9msdH,1.0
2023,12,7JJmb5XwzOO8jgpou264Ml,1.0
2023,12,7K0lR5Ngf5jkOWt1g6ut6l,1.0
2023,12,7M3TZDUNvaNBo0qtWVaZif,1.0
2023,12,7MO1iUivRn2ZT7gzrJpMjl,1.0
2023,12,7azOuDeJGbxt5mvq3GQHXp,1.0
2023,12,7bEZbS1gadU29L5eIwM2gM,1.0
2023,12,7bk6iZ5dsrMySXB0aVFYXO,1.0
2023,12,7d3w0qXjw5hWq9jNFIOh9j,1.0
2023,12,7gVf2nWUXoeZHGmXF6SNHz,1.0
2023,12,7hxZF4jETnE5Q75rKQnMjE,1.0
2023,12,7jKdgYPDj6AxVU2wk9muN1,1.0
2023,12,7js2TSkQLuRWBIQ4HSTAv2,1.0
2023,12,7kDIVzLVTKzdB4eKARIpFL,1.0
2023,12,7kcG2nk2Y9O1VEIyfjQO9p,1.0
2023,12,7lU6Bsf1wmHUEgnQW6oIlR,1.0
2023,12,7mOQEg3i3791j7Fmr5jVqj,1.0
